voice4	voice3	voice2	voice1	harm	beat	meter	onset_strength	beat_strength	LABEL	similarity
8F\	8c/	8a/	4aa\	I	1.5	M6/8	0.0	off beat	0.0	1.0
8F\J	8c/J	8a/J	8ccc\	I	2	M6/8	1.0	off beat	0.0	1.0
4.F'\	4.c'/	4.a'/	4ccc\	I	2.5	M6/8	0.0	weak beat	0.0	0.8571428571428571
4.F'\	4.c'/	4.a'/	16G\LL	I	3.5	M6/8	1.0	off beat	0.0	0.8571428571428571
4.F'\	4.c'/	4.a'/	16A\JJ	I	3.75	M6/8	1.0	off beat	0.0	0.2857142857142857
4CC/	4E\	4g/	8B-\L	V7	1	M6/8	4.0	strong beat	1.0	1.0
4CC/	4E\	4g/	8B-\	V7	1.5	M6/8	0.0	off beat	0.0	0.5
8CC#/	8E\	8f#/	8B-\J	V7	2	M6/8	2.0	off beat	0.0	0.5
4CCn/	4E\	4g/	8.B-\L	V7	2.5	M6/8	2.0	weak beat	0.0	0.75
4CCn/	4E\	4g/	16A\K	V7	3.25	M6/8	1.0	off beat	0.0	0.25
8CC#/	8E\	8f#/	8B-\J	V7	3.5	M6/8	3.0	off beat	0.0	0.5
4CC/	4E\	4g/	8.B-\L	V7	1	M6/8	2.0	strong beat	0.0	0.75
4CC/	4E\	4g/	16A\K	V7	1.75	M6/8	1.0	off beat	0.0	0.25
8CC#/	8E\	8f#/	8B-\J	V7	2	M6/8	3.0	off beat	0.0	0.5
4CCn/	4E\	4g/	8.B-\L	V7	2.5	M6/8	2.0	weak beat	0.0	0.75
4CCn/	4E\	4g/	16A\K	V7	3.25	M6/8	1.0	off beat	0.0	0.25
8CC#/	8E\	8f#/	8B-\J	V7	3.5	M6/8	3.0	off beat	0.0	0.5
8CC/L	8E\L	8g/L	4B-\	V7	1	M6/8	2.0	strong beat	0.0	1.0
8CC/	8E\	8B-/ 8g/	4B-\	V7	1.5	M6/8	0.0	off beat	0.0	1.0
8CC/J	8E\J	8B-/J 8g/	8e/	V7	2	M6/8	1.0	off beat	0.0	1.0
8CC/L	8E\L	8B-/L 8g/	4e/	V7	2.5	M6/8	0.0	weak beat	0.0	1.0
8CC/	8E\	8B-/ 8g/	4e/	V7	3	M6/8	0.0	off beat	0.0	1.0
8CC/J	8E\J	8B-/J 8g/	8g/	V7	3.5	M6/8	0.0	off beat	0.0	1.0
8CC/L	8E\L	8B-/L 8g/	4g/	V7	1	M6/8	0.0	strong beat	0.0	1.0
8CC/	8E\	8B-/ 8g/	4g/	V7	1.5	M6/8	0.0	off beat	0.0	1.0
8CC/J	8E\J	8B-/J 8g/	8b-\	V7	2	M6/8	1.0	off beat	0.0	1.0
8CC/L	8E\L	8B-/L 8g/	4b-\	V7	2.5	M6/8	0.0	weak beat	0.0	1.0
8CC/	8E\	8B-/ 8g/	4b-\	V7	3	M6/8	0.0	off beat	0.0	1.0
8CC/J	8E\J	8B-/J 8g/	8B-/	V7	3.5	M6/8	0.0	off beat	0.0	0.0
8FF/L	8F/L	8A/L 8f/	8A/L	I	1	M6/8	4.0	strong beat	1.0	1.0
8FF/	8A/	8A/	8f/	I	1.5	M6/8	0.0	off beat	0.0	0.8
8FF/J	8c/J	8A/J	8f/J	I	2	M6/8	1.0	off beat	0.0	1.0
8AA/L	8f/L	8c/L	8.f/L	I	2.5	M6/8	1.0	weak beat	0.0	1.0
8AA/	8c/	8c/	8.f/L	I	3	M6/8	0.0	off beat	0.0	0.6666666666666666
8AA/	8c/	8c/	16e/K	I	3.25	M6/8	1.0	off beat	0.0	0.6666666666666666
8AA/J	8A/J	8c/J	8f/J	I	3.5	M6/8	2.0	off beat	0.0	0.0
8BB-/L	8B-/L	8d/L	8d/L	IV	1	M6/8	3.0	strong beat	1.0	1.0
8BB-/	8d/	8d/	8b-/	IV	1.5	M6/8	1.0	off beat	0.0	0.8
8BB-/J	8f/J	8d/J	8b-/J	IV	2	M6/8	1.0	off beat	0.0	0.8
8BB-/L	8d\L	8d/L	8.b-/L	IV	2.5	M6/8	0.0	weak beat	0.0	1.0
8BB-/	8B-\	8d/	8.b-/L	IV	3	M6/8	1.0	off beat	0.0	0.8
8BB-/	8B-\	8d/	16a/K	IV	3.25	M6/8	1.0	off beat	0.0	0.6666666666666666
8BB-/J	8F\J	8d/J	8b-/J	IV	3.5	M6/8	2.0	off beat	0.0	0.3333333333333333
8C/L	8E\L	8B-\L	8c/L	V7	1	M6/8	4.0	strong beat	1.0	1.0
8C/	8E\	8B-\	8c/	V7	1.5	M6/8	0.0	off beat	0.0	1.0
8C/J	8E\J	8B-\J	8c/J	V7	2	M6/8	0.0	off beat	0.0	1.0
8C/L	8E\L	8B-\L	8c/L	V7	2.5	M6/8	0.0	weak beat	0.0	0.2857142857142857
8C/	8F\	8A\	8d/	V7	3	M6/8	3.0	off beat	0.0	0.2857142857142857
8C/J	8G\J	8G\J	8e/J	V7	3.5	M6/8	2.0	off beat	0.0	0.0
4.FF'/	4.F'\	4.A'\	4.f'/	I	1	M6/8	4.0	strong beat	1.0	0.6666666666666666
4.r	4.r	4.r	16f/LL	I	3.5	M6/8	0.0	off beat	0.0	0.0
4.r	4.r	4.r	16a/JJ	I	3.75	M6/8	1.0	off beat	0.0	0.0
8r	8r	8r	8cc\L	I	1	M6/8	1.0	strong beat	0.0	0.5
8F\L	8A\L	8f/L	8cc\	I	1.5	M6/8	3.0	off beat	0.0	0.2857142857142857
8G\J	8B-\J	8e/J	8cc\J	V43	2	M6/8	3.0	off beat	1.0	0.4
8r	8r	8r	8.cc\L	V43	2.5	M6/8	0.0	weak beat	0.0	0.5
8F\L	8A\L	8f/L	8.cc\L	I	3	M6/8	3.0	off beat	1.0	0.6666666666666666
8F\L	8A\L	8f/L	16bn\K	I	3.25	M6/8	1.0	off beat	0.0	0.0
8G\J	8B-\J	8e/J	8cc\J	V43	3.5	M6/8	4.0	off beat	1.0	0.4
8r	8r	8r	8.cc\L	I	1	M6/8	0.0	strong beat	1.0	0.5
8F\L	8A\L	8f/L	8.cc\L	I	1.5	M6/8	3.0	off beat	0.0	0.6666666666666666
8F\L	8A\L	8f/L	16bn\K	I	1.75	M6/8	1.0	off beat	0.0	0.0
8G\J	8B-\J	8e/J	8cc\J	V43	2	M6/8	4.0	off beat	1.0	0.4
8r	8r	8r	8.cc\L	V43	2.5	M6/8	0.0	weak beat	0.0	0.5
8F\L	8A\L	8f/L	8.cc\L	I	3	M6/8	3.0	off beat	1.0	0.6666666666666666
8F\L	8A\L	8f/L	16b\K	I	3.25	M6/8	1.0	off beat	0.0	0.0
8G\J	8B-\J	8e/J	8cc\J	V43	3.5	M6/8	4.0	off beat	1.0	0.2857142857142857
8F\L	8A/L	8f/L	4cc\	I	1	M6/8	3.0	strong beat	1.0	1.0
8F\	8c/	8a/	4cc\	I	1.5	M6/8	2.0	off beat	0.0	1.0
8F\J	8c/J	8a/J	8ff\	I	2	M6/8	1.0	off beat	0.0	1.0
8F\L	8c/L	8a/L	4ff\	I	2.5	M6/8	0.0	weak beat	0.0	1.0
8F\	8c/	8a/	4ff\	I	3	M6/8	0.0	off beat	0.0	1.0
8F\J	8c/J	8a/J	8aa\	I	3.5	M6/8	1.0	off beat	0.0	1.0
8F\L	8c/L	8a/L	4aa\	I	1	M6/8	0.0	strong beat	0.0	1.0
8F\	8c/	8a/	4aa\	I	1.5	M6/8	0.0	off beat	0.0	1.0
8F\J	8c/J	8a/J	8ccc\	I	2	M6/8	1.0	off beat	0.0	1.0
4.F'\	4.c'/	4.a'/	4ccc\	I	2.5	M6/8	0.0	weak beat	0.0	0.8571428571428571
4.F'\	4.c'/	4.a'/	16G\LL	I	3.5	M6/8	1.0	off beat	0.0	0.8571428571428571
4.F'\	4.c'/	4.a'/	16A\JJ	I	3.75	M6/8	1.0	off beat	0.0	0.0
8r	8r	8r	8B-\L	V7	1	M6/8	1.0	strong beat	1.0	0.4
8CC/L	8E\L	8g/L	8B-\	V7	1.5	M6/8	3.0	off beat	0.0	0.5
8CC#/J	8E\J	8f#/J	8B-\J	V7	2	M6/8	2.0	off beat	0.0	0.4
8r	8r	8r	8.B-\L	V7	2.5	M6/8	0.0	weak beat	0.0	0.4
8CCn/L	8E\L	8g/L	8.B-\L	V7	3	M6/8	3.0	off beat	0.0	0.75
8CCn/L	8E\L	8g/L	16A\K	V7	3.25	M6/8	1.0	off beat	0.0	0.25
8CC#/J	8E\J	8f#/J	8B-\J	V7	3.5	M6/8	3.0	off beat	0.0	0.4
8r	8r	8r	8.B-\L	V7	1	M6/8	0.0	strong beat	0.0	0.4
8CC/L	8E\L	8g/L	8.B-\L	V7	1.5	M6/8	3.0	off beat	0.0	0.75
8CC/L	8E\L	8g/L	16A\K	V7	1.75	M6/8	1.0	off beat	0.0	0.25
8CC#/J	8E\J	8f#/J	8B-\J	V7	2	M6/8	3.0	off beat	0.0	0.4
8r	8r	8r	8.B-\L	V7	2.5	M6/8	0.0	weak beat	0.0	0.4
8CCn/L	8E\L	8g/L	8.B-\L	V7	3	M6/8	3.0	off beat	0.0	0.75
8CCn/L	8E\L	8g/L	16A\K	V7	3.25	M6/8	1.0	off beat	0.0	0.25
8CC#/J	8E\J	8f#/J	8B-\J	V7	3.5	M6/8	3.0	off beat	0.0	0.5
8CC/L	8E\L	8g/L	4B-\	V7	1	M6/8	2.0	strong beat	0.0	1.0
8CC/	8E\	8B-/ 8g/	4B-\	V7	1.5	M6/8	0.0	off beat	0.0	1.0
8CC/J	8E\J	8B-/J 8g/	8e/	V7	2	M6/8	1.0	off beat	0.0	1.0
8CC/L	8E\L	8B-/L 8g/	4e/	V7	2.5	M6/8	0.0	weak beat	0.0	1.0
8CC/	8E\	8B-/ 8g/	4e/	V7	3	M6/8	0.0	off beat	0.0	1.0
8CC/J	8E\J	8B-/J 8g/	8g/	V7	3.5	M6/8	0.0	off beat	0.0	1.0
8CC/L	8E\L	8B-/L 8g/	4g/	V7	1	M6/8	0.0	strong beat	0.0	1.0
8CC/	8E\	8B-/ 8g/	4g/	V7	1.5	M6/8	0.0	off beat	0.0	1.0
8CC/J	8E\J	8B-/J 8g/	8b-\	V7	2	M6/8	1.0	off beat	0.0	1.0
8CC/L	8E\L	8B-/L 8g/	4b-\	V7	2.5	M6/8	0.0	weak beat	0.0	1.0
8CC/	8E\	8B-/ 8g/	4b-\	V7	3	M6/8	0.0	off beat	0.0	1.0
8CC/J	8E\J	8B-/J 8g/	8B-/	V7	3.5	M6/8	0.0	off beat	0.0	0.0
8FF/L	8F/L	8A/L 8f/	8A/L	I	1	M6/8	4.0	strong beat	1.0	1.0
8FF/	8A/	8A/	8f/	I	1.5	M6/8	0.0	off beat	0.0	0.8
8FF/J	8c/J	8A/J	8f/J	I	2	M6/8	1.0	off beat	0.0	1.0
8AA/L	8f/L	8c/L	8.f/L	I	2.5	M6/8	1.0	weak beat	0.0	1.0
8AA/	8c/	8c/	8.f/L	I	3	M6/8	0.0	off beat	0.0	0.6666666666666666
8AA/	8c/	8c/	16e/K	I	3.25	M6/8	1.0	off beat	0.0	0.6666666666666666
8AA/J	8A/J	8c/J	8f/J	I	3.5	M6/8	2.0	off beat	0.0	0.0
8BB-/L	8B-/L	8d/L	8d/L	IV	1	M6/8	3.0	strong beat	1.0	1.0
8BB-/	8d/	8d/	8b-/	IV	1.5	M6/8	1.0	off beat	0.0	0.8
8BB-/J	8f/J	8d/J	8b-/J	IV	2	M6/8	1.0	off beat	0.0	0.8
8BB-/L	8b-/L	8d/L	8.b-/L	IV	2.5	M6/8	0.0	weak beat	0.0	0.8
8BB-/	8f/	8d/	8.b-/L	IV	3	M6/8	1.0	off beat	0.0	0.8571428571428571
8BB-/	8f/	8d/	16a/K	IV	3.25	M6/8	1.0	off beat	0.0	0.6666666666666666
8BB-/J	8d/J	8d/J	8b-/J	IV	3.5	M6/8	1.0	off beat	0.0	0.4
8BB-/L	[4.f/	8g/L	8g\L	ii65	1	M6/8	2.0	strong beat	1.0	0.8571428571428571
8BB-/	[4.f/	8g/	8dd\	ii65	1.5	M6/8	1.0	off beat	0.0	1.0
8BB-/J	[4.f/	8g/J	8dd\J	ii65	2	M6/8	0.0	off beat	0.0	0.75
8BBn/L	8f/L]	8g/L	8.dd\L	V65	2.5	M6/8	1.0	weak beat	1.0	0.75
8BB/	8e/	8g/	8.dd\L	V65	3	M6/8	1.0	off beat	0.0	0.8571428571428571
8BB/	8e/	8g/	16ee\K	V65	3.25	M6/8	1.0	off beat	0.0	0.5714285714285714
8BB/J	8d/J	8g/J	8ff\J	V65	3.5	M6/8	2.0	off beat	0.0	0.2857142857142857
8C\L	4.c'/	4.f/	4.a/	I	1	M6/8	4.0	strong beat	1.0	1.0
8c\	4.c'/	4.f/	4.a/	I	1.5	M6/8	0.0	off beat	0.0	1.0
8C\J	4.c'/	4.f/	4.a/	I	2	M6/8	1.0	off beat	0.0	0.3333333333333333
4.C'/	4.r	4.e'/	4g'/	I	2.5	M6/8	2.0	weak beat	0.0	0.8
4.C'/	4.r	4.e'/	16cc\LL	I	3.5	M6/8	1.0	off beat	0.0	1.0
4.C'/	4.r	4.e'/	16ee\JJ	I	3.75	M6/8	1.0	off beat	0.0	0.5
2.r	2.r	16c/LL	8gg\L	I	1	M6/8	2.0	strong beat	0.0	0.5
2.r	2.r	16d/	8gg\L	I	1.25	M6/8	1.0	off beat	0.0	0.5
2.r	2.r	16e/	8gg\	I	1.5	M6/8	1.0	off beat	0.0	0.5
2.r	2.r	16f/	8gg\	I	1.75	M6/8	1.0	off beat	0.0	0.6666666666666666
2.r	2.r	16g/	8gg\J	I	2	M6/8	1.0	off beat	0.0	0.6666666666666666
2.r	2.r	16a/JJ	8gg\J	I	2.25	M6/8	1.0	off beat	0.0	0.5
2.r	2.r	16bn\LL	8.gg\L	I	2.5	M6/8	1.0	weak beat	0.0	0.5
2.r	2.r	16cc\	8.gg\L	I	2.75	M6/8	1.0	off beat	0.0	0.5
2.r	2.r	16dd\	8.gg\L	I	3	M6/8	1.0	off beat	0.0	0.0
2.r	2.r	16ee\	16ff#\K	I	3.25	M6/8	2.0	off beat	0.0	0.0
2.r	2.r	16dd\	8gg\J	I	3.5	M6/8	2.0	off beat	0.0	0.5
2.r	2.r	16cc\JJ	8gg\J	I	3.75	M6/8	1.0	off beat	0.0	0.5
16GG/LL	2.r	8ff\L	[2.gg\	V7	1	M6/8	2.0	strong beat	1.0	0.8
16AA/	2.r	8ff\L	[2.gg\	V7	1.25	M6/8	1.0	off beat	0.0	0.6666666666666666
16BBn/	2.r	8ff\	[2.gg\	V7	1.5	M6/8	1.0	off beat	0.0	0.6666666666666666
16C/	2.r	8ff\	[2.gg\	V7	1.75	M6/8	1.0	off beat	0.0	0.6666666666666666
16D/	2.r	8ff\J	[2.gg\	V7	2	M6/8	1.0	off beat	0.0	0.6666666666666666
16E/JJ	2.r	8ff\J	[2.gg\	V7	2.25	M6/8	1.0	off beat	0.0	0.8
16F\LL	2.r	8.ff\L	[2.gg\	V7	2.5	M6/8	1.0	weak beat	0.0	1.0
16G\	2.r	8.ff\L	[2.gg\	V7	2.75	M6/8	1.0	off beat	0.0	0.8
16A\	2.r	8.ff\L	[2.gg\	V7	3	M6/8	1.0	off beat	0.0	0.3333333333333333
16Bn\	2.r	16ee\K	[2.gg\	V7	3.25	M6/8	2.0	off beat	0.0	0.3333333333333333
16A\	2.r	8ff\J	[2.gg\	V7	3.5	M6/8	2.0	off beat	0.0	0.8
16G\JJ	2.r	8ff\J	[2.gg\	V7	3.75	M6/8	1.0	off beat	0.0	0.4
4.c'\	16C\LL	[4.ee\	8gg\L]	I	1	M6/8	3.0	strong beat	1.0	0.8571428571428571
4.c'\	16D\	[4.ee\	8gg\L]	I	1.25	M6/8	1.0	off beat	0.0	0.8571428571428571
4.c'\	16E\	[4.ee\	8gg\	I	1.5	M6/8	1.0	off beat	0.0	0.8571428571428571
4.c'\	16F\	[4.ee\	8gg\	I	1.75	M6/8	1.0	off beat	0.0	0.8571428571428571
4.c'\	16G\	[4.ee\	8gg\J	I	2	M6/8	1.0	off beat	0.0	0.8571428571428571
4.c'\	16A\JJ	[4.ee\	8gg\J	I	2.25	M6/8	1.0	off beat	0.0	0.5714285714285714
4.r	16Bn/LL	8ee\L]	8.gg\L	I	2.5	M6/8	1.0	weak beat	0.0	0.6666666666666666
4.r	16c/	8ee\L]	8.gg\L	I	2.75	M6/8	1.0	off beat	0.0	0.3333333333333333
4.r	16d/	8bn\	8.gg\L	I	3	M6/8	2.0	off beat	0.0	0.3333333333333333
4.r	16e/	8bn\	16ff#\K	I	3.25	M6/8	2.0	off beat	0.0	0.0
4.r	16d/	8cc\J	8gg\J	I	3.5	M6/8	3.0	off beat	0.0	0.8
4.r	16c/JJ	8cc\J	8gg\J	I	3.75	M6/8	1.0	off beat	0.0	0.4
16GG/LL	8f/L	16bn\LL	[2.gg\	V7	1	M6/8	3.0	strong beat	1.0	0.5714285714285714
16AA/	8f/L	16cc\	[2.gg\	V7	1.25	M6/8	2.0	off beat	0.0	0.5
16BBn/	8f/	16dd\	[2.gg\	V7	1.5	M6/8	2.0	off beat	0.0	0.5714285714285714
16C/	8f/	16cc\	[2.gg\	V7	1.75	M6/8	2.0	off beat	0.0	0.5714285714285714
16D/	8f/J	16b\	[2.gg\	V7	2	M6/8	2.0	off beat	0.0	0.5
16E/JJ	8f/J	16a\JJ	[2.gg\	V7	2.25	M6/8	2.0	off beat	0.0	0.6666666666666666
16F\LL	8.f/L	16g/LL	[2.gg\	V7	2.5	M6/8	2.0	weak beat	0.0	1.0
16G\	8.f/L	16f/	[2.gg\	V7	2.75	M6/8	1.0	off beat	0.0	0.6666666666666666
16A\	8.f/L	16e/	[2.gg\	V7	3	M6/8	2.0	off beat	0.0	0.5
16Bn\	16e/K	16d/	[2.gg\	V7	3.25	M6/8	2.0	off beat	0.0	0.25
16A\	8f/J	16c/	[2.gg\	V7	3.5	M6/8	3.0	off beat	0.0	0.5714285714285714
16G\JJ	8f/J	16Bn/JJ	[2.gg\	V7	3.75	M6/8	2.0	off beat	0.0	0.3333333333333333
8c/L	8e-/L	8c/L	16gg\LL]	i	1	M6/8	2.0	strong beat	1.0	0.6666666666666666
8c/L	8e-/L	8c/L	16bbn\	i	1.25	M6/8	1.0	off beat	0.0	0.6666666666666666
8c/	8e-/	8g/	16ccc\	i	1.5	M6/8	2.0	off beat	0.0	0.8571428571428571
8c/	8e-/	8g/	16bb\	i	1.75	M6/8	1.0	off beat	0.0	0.8571428571428571
8c/J	8e-/J	8g/J	16ccc\	i	2	M6/8	1.0	off beat	0.0	0.8571428571428571
8c/J	8e-/J	8g/J	16bb\JJ	i	2.25	M6/8	1.0	off beat	0.0	0.8571428571428571
8c/L	8e-/L	8g/L	16ccc\LL	i	2.5	M6/8	1.0	weak beat	0.0	0.8571428571428571
8c/L	8e-/L	8g/L	16ddd\	i	2.75	M6/8	1.0	off beat	0.0	0.8571428571428571
8c/	8e-/	8g/	16eee-\	i	3	M6/8	1.0	off beat	0.0	0.8571428571428571
8c/	8e-/	8g/	16ddd\	i	3.25	M6/8	1.0	off beat	0.0	0.8571428571428571
8c/J	8e-/J	8g/J	16eee-\	i	3.5	M6/8	1.0	off beat	0.0	0.8571428571428571
8c/J	8e-/J	8g/J	16ddd\JJ	i	3.75	M6/8	1.0	off beat	0.0	0.5714285714285714
[2.c/	2.e-/	2.a-/	8eee-\L	-VI	1	M6/8	2.0	strong beat	1.0	1.0
[2.c/	2.e-/	2.a-/	8ccc\	-VI	1.5	M6/8	1.0	off beat	0.0	1.0
[2.c/	2.e-/	2.a-/	8aa-\J	-VI	2	M6/8	1.0	off beat	0.0	1.0
[2.c/	2.e-/	2.a-/	8ee-\L	-VI	2.5	M6/8	1.0	weak beat	0.0	1.0
[2.c/	2.e-/	2.a-/	8cc\	-VI	3	M6/8	1.0	off beat	0.0	1.0
[2.c/	2.e-/	2.a-/	8a-\J	-VI	3.5	M6/8	0.0	off beat	0.0	0.6666666666666666
8c/L]	2.c/	2.e-/	4.g/	i	1	M6/8	1.0	strong beat	1.0	1.0
8c/	2.c/	2.e-/	4.g/	i	1.5	M6/8	0.0	off beat	0.0	1.0
8c/J	2.c/	2.e-/	4.g/	i	2	M6/8	0.0	off beat	0.0	0.6666666666666666
8c/L	2.c/	2.e-/	4.f#/	viio43/V	2.5	M6/8	1.0	weak beat	1.0	1.0
8c/	2.c/	2.e-/	4.f#/	viio43/V	3	M6/8	0.0	off beat	0.0	1.0
8c/J	2.c/	2.e-/	4.f#/	viio43/V	3.5	M6/8	0.0	off beat	0.0	0.0
4.Bn'\	4.d'/	4.d'/	16g/LL	V6	1	M6/8	3.0	strong beat	1.0	0.6666666666666666
4.Bn'\	4.d'/	4.d'/	16a/	V6	1.25	M6/8	1.0	off beat	0.0	0.8
4.Bn'\	4.d'/	4.d'/	16bn/	V6	1.5	M6/8	1.0	off beat	0.0	0.8
4.Bn'\	4.d'/	4.d'/	16a/	V6	1.75	M6/8	1.0	off beat	0.0	0.6666666666666666
4.Bn'\	4.d'/	4.d'/	16g/	V6	2	M6/8	1.0	off beat	0.0	0.6666666666666666
4.Bn'\	4.d'/	4.d'/	16a/JJ	V6	2.25	M6/8	1.0	off beat	0.0	0.6666666666666666
4.B'\	4.d'/	4.g'/	16b\LL	V6	2.5	M6/8	2.0	weak beat	0.0	0.8571428571428571
4.B'\	4.d'/	4.g'/	16cc\	V6	2.75	M6/8	1.0	off beat	0.0	0.8571428571428571
4.B'\	4.d'/	4.g'/	16dd\	V6	3	M6/8	1.0	off beat	0.0	0.8571428571428571
4.B'\	4.d'/	4.g'/	16cc\	V6	3.25	M6/8	1.0	off beat	0.0	0.8571428571428571
4.B'\	4.d'/	4.g'/	16b\	V6	3.5	M6/8	1.0	off beat	0.0	0.8571428571428571
4.B'\	4.d'/	4.g'/	16cc\JJ	V6	3.75	M6/8	1.0	off beat	0.0	0.8571428571428571
4.Bn'\	4.d'/	4.g'/	16dd\LL	V65	1	M6/8	1.0	strong beat	1.0	0.8571428571428571
4.Bn'\	4.d'/	4.g'/	16ee\	V65	1.25	M6/8	1.0	off beat	0.0	0.75
4.Bn'\	4.d'/	4.g'/	16ff\	V65	1.5	M6/8	1.0	off beat	0.0	0.75
4.Bn'\	4.d'/	4.g'/	16ee\	V65	1.75	M6/8	1.0	off beat	0.0	0.8571428571428571
4.Bn'\	4.d'/	4.g'/	16dd\	V65	2	M6/8	1.0	off beat	0.0	0.8571428571428571
4.Bn'\	4.d'/	4.g'/	16ee\JJ	V65	2.25	M6/8	1.0	off beat	0.0	0.75
4.B'\	4.d'/	4.g'/	16ff\LL	V65	2.5	M6/8	1.0	weak beat	0.0	0.75
4.B'\	4.d'/	4.g'/	16ee\	V65	2.75	M6/8	1.0	off beat	0.0	0.8571428571428571
4.B'\	4.d'/	4.g'/	16dd\	V65	3	M6/8	1.0	off beat	0.0	0.8571428571428571
4.B'\	4.d'/	4.g'/	16ee\	V65	3.25	M6/8	1.0	off beat	0.0	0.75
4.B'\	4.d'/	4.g'/	16ff\	V65	3.5	M6/8	1.0	off beat	0.0	0.8571428571428571
4.B'\	4.d'/	4.g'/	16gg\JJ	V65	3.75	M6/8	1.0	off beat	0.0	0.5714285714285714
4.Bn'\	4.d'/	4.f'/	2.aa\	viio7	1	M6/8	2.0	strong beat	1.0	0.8571428571428571
16F\LL	2.r	4.bn\	4.aa\	viio7	1	M6/8	2.0	strong beat	0.0	0.6666666666666666
16G\	2.r	4.bn\	4.aa\	viio7	1.25	M6/8	1.0	off beat	0.0	0.8
16A\	2.r	4.bn\	4.aa\	viio7	1.5	M6/8	1.0	off beat	0.0	1.0
16Bn\	2.r	4.bn\	4.aa\	viio7	1.75	M6/8	1.0	off beat	0.0	0.8
16c\	2.r	4.bn\	4.aa\	viio7	2	M6/8	1.0	off beat	0.0	0.6666666666666666
16d\JJ	2.r	4.bn\	4.aa\	viio7	2.25	M6/8	1.0	off beat	0.0	0.0
8e\L	2.r	8cc\L	8gg\L	I6	2.5	M6/8	3.0	weak beat	1.0	1.0
8e\	2.r	8cc\	8gg\	I6	3	M6/8	0.0	off beat	0.0	1.0
8e\J	2.r	8cc\J	8gg\J	I6	3.5	M6/8	0.0	off beat	0.0	0.0
16D/LL	2.r	4bn\	4.ff\	viio6	1	M6/8	3.0	strong beat	1.0	0.6666666666666666
16E/	2.r	4bn\	4.ff\	viio6	1.25	M6/8	1.0	off beat	0.0	0.8
16F/	2.r	4bn\	4.ff\	viio6	1.5	M6/8	1.0	off beat	0.0	0.8
16G/	2.r	4bn\	4.ff\	viio6	1.75	M6/8	1.0	off beat	0.0	0.3333333333333333
16A/	2.r	16cc\LL	4.ff\	viio6	2	M6/8	2.0	off beat	0.0	0.3333333333333333
16Bn/JJ	2.r	16dd\JJ	4.ff\	viio6	2.25	M6/8	2.0	off beat	0.0	0.0
8c/L	2.r	8g/L	8ee\L	I6	2.5	M6/8	3.0	weak beat	1.0	1.0
8c/	2.r	8g/	8ee\	I6	3	M6/8	0.0	off beat	0.0	1.0
8c/J	2.r	8g/J	8ee\J	I6	3.5	M6/8	0.0	off beat	0.0	0.0
2.r	2.r	8f/L	16a\LL	ii	1	M6/8	2.0	strong beat	1.0	0.5
2.r	2.r	8f/L	16bn\	ii	1.25	M6/8	1.0	off beat	0.0	0.0
2.r	2.r	8e/	16cc\	ii	1.5	M6/8	2.0	off beat	0.0	0.5
2.r	2.r	8e/	16dd\	ii	1.75	M6/8	1.0	off beat	0.0	1.0
2.r	2.r	8d/J	16ee\	ii	2	M6/8	2.0	off beat	0.0	0.5
2.r	2.r	8d/J	16ff\JJ	ii	2.25	M6/8	1.0	off beat	0.0	0.0
2.r	2.r	8g/L	16b\LL	iii	2.5	M6/8	2.0	weak beat	1.0	0.5
2.r	2.r	8g/L	16cc\	iii	2.75	M6/8	1.0	off beat	0.0	0.0
2.r	2.r	8f/	16dd\	iii	3	M6/8	2.0	off beat	0.0	0.5
2.r	2.r	8f/	16ee\	iii	3.25	M6/8	1.0	off beat	0.0	1.0
2.r	2.r	8e/J	16ff\	iii	3.5	M6/8	2.0	off beat	0.0	0.5
2.r	2.r	8e/J	16gg\JJ	iii	3.75	M6/8	1.0	off beat	0.0	0.0
2.r	2.r	8a/L	16cc\LL	IV	1	M6/8	2.0	strong beat	1.0	0.5
2.r	2.r	8a/L	16dd\	IV	1.25	M6/8	1.0	off beat	0.0	0.0
2.r	2.r	8g/	16ee\	IV	1.5	M6/8	2.0	off beat	0.0	0.5
2.r	2.r	8g/	16ff\	IV	1.75	M6/8	1.0	off beat	0.0	1.0
2.r	2.r	8f/J	16gg\	IV	2	M6/8	2.0	off beat	0.0	0.5
2.r	2.r	8f/J	16aa\JJ	IV	2.25	M6/8	1.0	off beat	0.0	0.0
2.r	2.r	8bn/L	16dd\LL	V	2.5	M6/8	2.0	weak beat	1.0	0.5
2.r	2.r	8bn/L	16ee\	V	2.75	M6/8	1.0	off beat	0.0	0.0
2.r	2.r	8a/	16ff\	V	3	M6/8	2.0	off beat	0.0	0.5
2.r	2.r	8a/	16gg\	V	3.25	M6/8	1.0	off beat	0.0	1.0
2.r	2.r	8g/J	16aa\	V	3.5	M6/8	2.0	off beat	0.0	0.5
2.r	2.r	8g/J	16bbn\JJ	V	3.75	M6/8	1.0	off beat	0.0	0.0
2.r	2.r	4cc\	4ccc\	I	1	M6/8	2.0	strong beat	1.0	0.0
2.r	2.r	8ee\	8eee\	I	2	M6/8	2.0	off beat	0.0	0.0
2.r	2.r	4gg\	4ggg\	I	2.5	M6/8	2.0	weak beat	0.0	0.0
2.r	2.r	8ee\	8eee\	I	3.5	M6/8	2.0	off beat	0.0	0.0
